site,country,label,method,n_star_empirical,zero_shot_coverage,gamma,eps,alpha,n_star_upper,n_star_lower,upper_feasible,mean_pred_var,n_positive,n,reliable_estimate
chapman_like,CN,LBBB,hybrid,0.0,1.0,0.0021388844144745937,0.02,0.1,2.0,0,True,0.00025187043449211835,67,5000,True
chapman_like,CN,LBBB,hybrid_minimax,0.0,1.0,0.0021388844144745937,0.02,0.1,2.0,0,True,0.00025187043449211835,67,5000,True
chapman_like,CN,SB,prior_correction,,0.0,0.055093331061814285,0.02,0.1,inf,79,False,0.023035903162108826,806,5000,True
chapman_like,CN,SB,prior_correction_minimax,,0.0,0.055093331061814285,0.02,0.1,inf,79,False,0.023035903162108826,806,5000,True
chapman_like,CN,SB,prevalence_correction,,0.0,0.055093331061814285,0.02,0.1,inf,79,False,0.023035903162108826,806,5000,True
chapman_like,CN,SB,temperature,,0.0,0.055093331061814285,0.02,0.1,inf,79,False,0.023035903162108826,806,5000,True
chapman_like,CN,SB,hybrid,,0.0,0.055093331061814285,0.02,0.1,inf,79,False,0.023035903162108826,806,5000,True
chapman_like,CN,SB,hybrid_minimax,,0.0,0.055093331061814285,0.02,0.1,inf,79,False,0.023035903162108826,806,5000,True
chapman_like,CN,STACH,prior_correction,,0.0,0.016324202142893145,0.02,0.1,1060.0,0,True,0.009088425485042297,323,5000,True
chapman_like,CN,STACH,prior_correction_minimax,,0.0,0.016324202142893145,0.02,0.1,1060.0,0,True,0.009088425485042297,323,5000,True
chapman_like,CN,STACH,prevalence_correction,0.0,1.0,0.016324202142893145,0.02,0.1,1060.0,0,True,0.009088425485042297,323,5000,True
chapman_like,CN,STACH,temperature,0.0,1.0,0.016324202142893145,0.02,0.1,1060.0,0,True,0.009088425485042297,323,5000,True
chapman_like,CN,STACH,hybrid,,0.0,0.016324202142893145,0.02,0.1,1060.0,0,True,0.009088425485042297,323,5000,True
chapman_like,CN,STACH,hybrid_minimax,,0.0,0.016324202142893145,0.02,0.1,1060.0,0,True,0.009088425485042297,323,5000,True
code15_like,BR,AF,prior_correction,,0.0,0.19159660699825795,0.02,0.1,inf,79,False,0.1490587594298986,105,5000,True
code15_like,BR,AF,prior_correction_minimax,,0.0,0.19159660699825795,0.02,0.1,inf,79,False,0.1490587594298986,105,5000,True
code15_like,BR,AF,prevalence_correction,,0.0,0.19159660699825795,0.02,0.1,inf,79,False,0.1490587594298986,105,5000,True
code15_like,BR,AF,temperature,,0.0,0.19159660699825795,0.02,0.1,inf,79,False,0.1490587594298986,105,5000,True
code15_like,BR,AF,hybrid,,0.0,0.19159660699825795,0.02,0.1,inf,79,False,0.1490587594298986,105,5000,True
code15_like,BR,AF,hybrid_minimax,,0.0,0.19159660699825795,0.02,0.1,inf,79,False,0.1490587594298986,105,5000,True
code15_like,BR,IAVB,prior_correction,,0.0,0.024503713174110292,0.02,0.1,inf,79,False,0.11745848289893934,93,5000,True
code15_like,BR,IAVB,prior_correction_minimax,,0.0,0.024503713174110292,0.02,0.1,inf,79,False,0.11745848289893934,93,5000,True
code15_like,BR,IAVB,prevalence_correction,,0.0,0.024503713174110292,0.02,0.1,inf,79,False,0.11745848289893934,93,5000,True
code15_like,BR,IAVB,temperature,,0.0,0.024503713174110292,0.02,0.1,inf,79,False,0.11745848289893934,93,5000,True
code15_like,BR,IAVB,hybrid,,0.0,0.024503713174110292,0.02,0.1,inf,79,False,0.11745848289893934,93,5000,True
code15_like,BR,IAVB,hybrid_minimax,,0.0,0.024503713174110292,0.02,0.1,inf,79,False,0.11745848289893934,93,5000,True
code15_like,BR,RBBB,prior_correction,0.0,1.0,0.0007213739606268007,0.02,0.1,1.0,0,True,8.517564712689397e-05,126,5000,True
code15_like,BR,RBBB,prior_correction_minimax,0.0,1.0,0.0007213739606268007,0.02,0.1,1.0,0,True,8.517564712689397e-05,126,5000,True
code15_like,BR,RBBB,prevalence_correction,0.0,1.0,0.0007213739606268007,0.02,0.1,1.0,0,True,8.517564712689397e-05,126,5000,True
code15_like,BR,RBBB,temperature,0.0,1.0,0.0007213739606268007,0.02,0.1,1.0,0,True,8.517564712689397e-05,126,5000,True
code15_like,BR,RBBB,hybrid,0.0,1.0,0.0007213739606268007,0.02,0.1,1.0,0,True,8.517564712689397e-05,126,5000,True
code15_like,BR,RBBB,hybrid_minimax,0.0,1.0,0.0007213739606268007,0.02,0.1,1.0,0,True,8.517564712689397e-05,126,5000,True
code15_like,BR,LBBB,prior_correction,0.0,1.0,4.798761426593175e-07,0.02,0.1,1.0,0,True,2.390674079037227e-06,57,5000,True
code15_like,BR,LBBB,prior_correction_minimax,0.0,1.0,4.798761426593175e-07,0.02,0.1,1.0,0,True,2.390674079037227e-06,57,5000,True
code15_like,BR,LBBB,prevalence_correction,0.0,1.0,4.798761426593175e-07,0.02,0.1,1.0,0,True,2.390674079037227e-06,57,5000,True
code15_like,BR,LBBB,temperature,0.0,1.0,4.798761426593175e-07,0.02,0.1,1.0,0,True,2.390674079037227e-06,57,5000,True
code15_like,BR,LBBB,hybrid,0.0,1.0,4.798761426593175e-07,0.02,0.1,1.0,0,True,2.390674079037227e-06,57,5000,True
code15_like,BR,LBBB,hybrid_minimax,0.0,1.0,4.798761426593175e-07,0.02,0.1,1.0,0,True,2.390674079037227e-06,57,5000,True
code15_like,BR,SB,prior_correction,0.0,0.9833333333333333,0.009667430107285777,0.02,0.1,355.0,0,True,0.025351540404177707,210,5000,True
code15_like,BR,SB,prior_correction_minimax,,0.0,0.009667430107285777,0.02,0.1,355.0,0,True,0.025351540404177707,210,5000,True
code15_like,BR,SB,prevalence_correction,0.0,1.0,0.009667430107285777,0.02,0.1,355.0,0,True,0.025351540404177707,210,5000,True
code15_like,BR,SB,temperature,0.0,1.0,0.009667430107285777,0.02,0.1,355.0,0,True,0.025351540404177707,210,5000,True
code15_like,BR,SB,hybrid,0.0,0.9833333333333333,0.009667430107285777,0.02,0.1,355.0,0,True,0.025351540404177707,210,5000,True
code15_like,BR,SB,hybrid_minimax,,0.0,0.009667430107285777,0.02,0.1,355.0,0,True,0.025351540404177707,210,5000,True
code15_like,BR,STACH,prior_correction,,0.0,0.016382773805753127,0.02,0.1,561.0,0,True,0.005431640528340679,133,5000,True
code15_like,BR,STACH,prior_correction_minimax,0.0,1.0,0.016382773805753127,0.02,0.1,561.0,0,True,0.005431640528340679,133,5000,True
code15_like,BR,STACH,prevalence_correction,0.0,1.0,0.016382773805753127,0.02,0.1,561.0,0,True,0.005431640528340679,133,5000,True
code15_like,BR,STACH,temperature,0.0,1.0,0.016382773805753127,0.02,0.1,561.0,0,True,0.005431640528340679,133,5000,True
code15_like,BR,STACH,hybrid,200.0,0.0,0.016382773805753127,0.02,0.1,561.0,0,True,0.005431640528340679,133,5000,True
code15_like,BR,STACH,hybrid_minimax,0.0,1.0,0.016382773805753127,0.02,0.1,561.0,0,True,0.005431640528340679,133,5000,True
korea_like,KR,AF,prior_correction,0.0,1.0,0.003933777452146181,0.02,0.1,152.0,0,True,0.017565031676904253,24,5000,False
korea_like,KR,AF,prior_correction_minimax,,0.0,0.003933777452146181,0.02,0.1,152.0,0,True,0.017565031676904253,24,5000,False
korea_like,KR,AF,prevalence_correction,0.0,1.0,0.003933777452146181,0.02,0.1,152.0,0,True,0.017565031676904253,24,5000,False
korea_like,KR,AF,temperature,0.0,1.0,0.003933777452146181,0.02,0.1,152.0,0,True,0.017565031676904253,24,5000,False
korea_like,KR,AF,hybrid,0.0,1.0,0.003933777452146181,0.02,0.1,152.0,0,True,0.017565031676904253,24,5000,False
korea_like,KR,AF,hybrid_minimax,800.0,0.0,0.003933777452146181,0.02,0.1,152.0,0,True,0.017565031676904253,24,5000,False
korea_like,KR,IAVB,prior_correction,,0.0,0.00569814813306173,0.02,0.1,810.0,0,True,0.06618487719298839,53,5000,True
korea_like,KR,IAVB,prior_correction_minimax,,0.0,0.00569814813306173,0.02,0.1,810.0,0,True,0.06618487719298839,53,5000,True
korea_like,KR,IAVB,prevalence_correction,800.0,0.0,0.00569814813306173,0.02,0.1,810.0,0,True,0.06618487719298839,53,5000,True
korea_like,KR,IAVB,temperature,400.0,0.0,0.00569814813306173,0.02,0.1,810.0,0,True,0.06618487719298839,53,5000,True
korea_like,KR,IAVB,hybrid,400.0,0.0,0.00569814813306173,0.02,0.1,810.0,0,True,0.06618487719298839,53,5000,True
korea_like,KR,IAVB,hybrid_minimax,,0.0,0.00569814813306173,0.02,0.1,810.0,0,True,0.06618487719298839,53,5000,True
korea_like,KR,RBBB,prior_correction,0.0,1.0,4.946758376434187e-62,0.02,0.1,1.0,0,True,9.99999000000628e-07,109,5000,True
korea_like,KR,RBBB,prior_correction_minimax,0.0,1.0,4.946758376434187e-62,0.02,0.1,1.0,0,True,9.99999000000628e-07,109,5000,True
korea_like,KR,RBBB,prevalence_correction,0.0,1.0,4.946758376434187e-62,0.02,0.1,1.0,0,True,9.99999000000628e-07,109,5000,True
korea_like,KR,RBBB,temperature,0.0,1.0,4.946758376434187e-62,0.02,0.1,1.0,0,True,9.99999000000628e-07,109,5000,True
korea_like,KR,RBBB,hybrid,0.0,1.0,4.946758376434187e-62,0.02,0.1,1.0,0,True,9.99999000000628e-07,109,5000,True
korea_like,KR,RBBB,hybrid_minimax,0.0,1.0,4.946758376434187e-62,0.02,0.1,1.0,0,True,9.99999000000628e-07,109,5000,True
korea_like,KR,LBBB,prior_correction,0.0,1.0,4.300183910542213e-11,0.02,0.1,1.0,0,True,9.999990000000355e-07,6,5000,False
korea_like,KR,LBBB,prior_correction_minimax,0.0,1.0,4.300183910542213e-11,0.02,0.1,1.0,0,True,9.999990000000355e-07,6,5000,False
korea_like,KR,LBBB,prevalence_correction,0.0,1.0,4.300183910542213e-11,0.02,0.1,1.0,0,True,9.999990000000355e-07,6,5000,False
korea_like,KR,LBBB,temperature,0.0,1.0,4.300183910542213e-11,0.02,0.1,1.0,0,True,9.999990000000355e-07,6,5000,False
korea_like,KR,LBBB,hybrid,0.0,1.0,4.300183910542213e-11,0.02,0.1,1.0,0,True,9.999990000000355e-07,6,5000,False
korea_like,KR,LBBB,hybrid_minimax,0.0,1.0,4.300183910542213e-11,0.02,0.1,1.0,0,True,9.999990000000355e-07,6,5000,False
korea_like,KR,SB,prior_correction,,0.0,0.07627535308183496,0.02,0.1,inf,79,False,0.042100852213615744,580,5000,True
korea_like,KR,SB,prior_correction_minimax,,0.0,0.07627535308183496,0.02,0.1,inf,79,False,0.042100852213615744,580,5000,True
korea_like,KR,SB,prevalence_correction,,0.0,0.07627535308183496,0.02,0.1,inf,79,False,0.042100852213615744,580,5000,True
korea_like,KR,SB,temperature,,0.0,0.07627535308183496,0.02,0.1,inf,79,False,0.042100852213615744,580,5000,True
korea_like,KR,SB,hybrid,,0.0,0.07627535308183496,0.02,0.1,inf,79,False,0.042100852213615744,580,5000,True
korea_like,KR,SB,hybrid_minimax,,0.0,0.07627535308183496,0.02,0.1,inf,79,False,0.042100852213615744,580,5000,True
korea_like,KR,STACH,prior_correction,0.0,1.0,0.0024147661299589542,0.02,0.1,4.0,0,True,0.0008154954454130557,51,5000,True
korea_like,KR,STACH,prior_correction_minimax,0.0,1.0,0.0024147661299589542,0.02,0.1,4.0,0,True,0.0008154954454130557,51,5000,True
korea_like,KR,STACH,prevalence_correction,0.0,1.0,0.0024147661299589542,0.02,0.1,4.0,0,True,0.0008154954454130557,51,5000,True
korea_like,KR,STACH,temperature,0.0,1.0,0.0024147661299589542,0.02,0.1,4.0,0,True,0.0008154954454130557,51,5000,True
korea_like,KR,STACH,hybrid,0.0,1.0,0.0024147661299589542,0.02,0.1,4.0,0,True,0.0008154954454130557,51,5000,True
korea_like,KR,STACH,hybrid_minimax,0.0,1.0,0.0024147661299589542,0.02,0.1,4.0,0,True,0.0008154954454130557,51,5000,True
